id,price,address,bedroom,bathroom,area
2093,"€319,950","47 Barnwell Place, Ongar Village, Ongar, Dublin 15",3 Bath,3 Bath,
2094,"€319,950","47 Barnwell Place, Ongar Village, Clonsilla, Dublin 15",154 m²,3 Bath,
2095,"€650,000","Mews 2, Pembroke Place, Dublin 2",5 Bed,1 Bath,
2096,"€575,000","5 Woodville Road, Drumcondra, Dublin 9",3 Bath,1 Bath,
2097,"€360,000","31 Brunswick Court, Brunswick Street North, Dublin 7",244 m²,5 Bath,
2098,"€450,000","346 Kidare Road, Crumlin, Dublin 12",1 Bed,1 Bath,
2099,"€219,950","19 Oak House, Carrickmines Green, Carrickmines, Dublin 18",1 Bath,1 Bath,
2100,"€330,000","144 Lismore Road, Crumlin, Dublin 12",2 Bed,1 Bath,
2101,"€330,000","144 Lismore Road, Crumlin, Dublin 12",2 Bed,1 Bath,84 m²
2102,"€725,000","27 Abbeyfield, Killester, Dublin 5",1 Bath,2 Bath,153 m²
2103,"€399,999","24 Whitethorn Road, Artane, Artane, Dublin 5",84 m²,1 Bath,74 m²
2104,"€485,000","10 Dawson Court Cross Avenue Blackrock, Blackrock, Co. Dublin",3 Bed,1 Bath,91 m²
2105,"€675,000","63 Whitehall Road, Terenure, Dublin 12",2 Bath,1 Bath,63 m²
2106,"€299,950","3 Watermill Court, Watermill Road, Raheny, Dublin 5",153 m²,1 Bath,71 m²
2107,"€230,000","27A The Glen Bettyglen Raheny Dublin 5, Raheny, Dublin 5",3 Bed,1 Bath,113 m²
2108,"€385,000","16 Riversdale Court, Monkstown, Co. Dublin",1 Bath,2 Bath,107 m²
2109,"€385,000","28 Cherbury Court, Booterstown, Co. Dublin",2 Bed,1 Bath,56 m²
2110,"€265,000","82 Suncroft Drive, Tallaght, Dublin 24",1 Bath,1 Bath,69 m²
2111,"€395,000","9 Magenta Hall, Santry, Santry, Dublin 9",74 m²,1 Bath,140 m²
2112,"€595,000","7 Pembroke Street, Irishtown, Dublin 4",3 Bed,2 Bath,210 m²
2113,"€295,000","5 Oak House, Seven Oaks, Inchicore, Dublin 8",1 Bath,2 Bath,153 m²
2114,"€290,000","Apartment 114, Fisherman's Wharf, Dublin 4",91 m²,1 Bath,
2115,"€275,000","36 Ravenswood Crescent, Clonsilla, Clonsilla, Dublin 15",2 Bed,1 Bath,
2116,"€925,000","16 Clare Road, Drumcondra, Drumcondra, Dublin 3",1 Bath,3 Bath,
2117,"€235,000","15 Shangan Gardens, Ballymun, Ballymun, Dublin 9",1 Bed,2 Bath,
2118,"€350,000","7 Glenealy Road, Crumlin, Dublin 12",1 Bath,1 Bath,
2119,"€1,650,000","68 The Waterfront, Hanover Quay, Grand Canal Dock, Dublin 2",2 Bed,4 Bath,
2120,"€725,000","27 Abbeyfield, Killester, Killester, Dublin 5",2 Bath,2 Bath,
2121,"""Stunning Apartments &amp; Duplexes Available Now""","152 Ballygall Parade, Finglas East, Finglas, Dublin 11",4 Bed,2 Bath,85 m²
2122,"€295,000","Apartment 169, Block C, é�ras Na Cluaine, Clondalkin, Dublin 22",2 Bath,2 Bath,71 m²
2123,"€169,950","1 Havelock Terrace, Sandymount, Sandymount, Dublin 4",2 Bed,1 Bath,39 m²
2124,"€585,000","1A Robinhood Park, Long Mile Road, Walkinstown, Dublin 12",2 Bath,1 Bath,96 m²
2125,"€345,000","Apartment 58, 109 Parnell Street, Dublin 1",2 Bed,1 Bath,122 m²
2126,"€230,000","10 Hyacinth Street, North Strand, Dublin 3",1 Bath,1 Bath,71 m²
2127,"€295,000","40/42 The Stiles Road, Clontarf, Dublin 3",85 m²,2 Bath,133 m²
2128,"€850,000","145 Kilmacud Road Upper, Stillorgan, Co. Dublin",3 Bed,2 Bath,61 m²
2129,"€645,000","302 The Cubes 7, Beacon South Quarter, Sandyford, Dublin 18",1 Bath,1 Bath,76 m²
2130,"€340,000","3 Church Walk, Navan Road, Navan Road (D7), Dublin 7",71 m²,2 Bath,92 m²
2131,"€474,950","221 Swords Road, Santry, Dublin 9",1 Bed,2 Bath,71 m²
2132,"€499,000","159 Harmonstown Road, Artane, Dublin 5",1 Bath,1 Bath,114 m²
2133,"€340,000","107 Bushy Park House, Terenure, Dublin 6W",39 m²,2 Bath,142 m²
2134,"€475,000","17 Woodbine Drive, Raheny, Dublin 5",1 Bed,2 Bath,41 m²
2135,"€450,000","12 2 Reuben Plaza, Rialto, Dublin 8",1 Bath,2 Bath,
2136,"€325,000","3 Flann O'Brien Mews, Avoca Road, Blackrock, Co. Dublin",6 Bed,3 Bath,
2137,"€895,000","Apartment 24, Hollybrook, Brighton Road, Foxrock, Dublin 18",2 Bath,2 Bath,
2138,"€850,000","15 Findlater Street, Stoneybatter, Dublin 7",96 m²,1 Bath,
2139,"€295,000","2 Whitworth Avenue, Drumcondra, Drumcondra, Dublin 3",3 Bed,1 Bath,
2140,"€379,000",,2 Bath,,
2141,"€430,000","10 Primrose Street, Broadstone, Phibsborough, Dublin 7",5 Bed,2 Bath,75 m²
2142,"€225,000","Apartment 39, The Hampton, Ballymun, Dublin 9",2 Bath,2 Bath,85 m²
2143,"€339,950","30 Kilfenora Road, Kimmage, Dublin 12",2 Bed,1 Bath,72 m²
2144,"€450,000","4 Reuben Avenue, Rialto, Dublin 8",2 Bath,1 Bath,69 m²
2145,"€400,000","40 Huntstown Road (House Plus Site), Clonsilla, Dublin 15",3 Bed,1 Bath,144 m²
2146,"€269,950","9 Barry Avenue, Finglas West, Finglas, Dublin 11",1 Bath,1 Bath,90 m²
2147,"€530,000","3 Castle Court, Whitehall Road, Churchtown, Dublin 14",75 m²,1 Bath,83 m²
2148,"€274,950","380 Kildare Road, Crumlin, Dublin 12",3 Bed,1 Bath,125 m²
2149,"€249,950","5 Beechfield Court, Beechfield Close, Perrystown, Dublin 12",1 Bath,1 Bath,116 m²
2150,"€550,000","19 Rossmore Drive, Templeogue, Templeogue, Dublin 6W",85 m²,1 Bath,50 m²
2151,"€495,000","1a Loreto Road Off Marrowbone Lane Dublin 8, The Coombe, Dublin 8",3 Bed,2 Bath,173 m²
2152,"€355,000","1 Millrace road, Castleknock, Dublin 15",1 Bath,2 Bath,47 m²
2153,"€1,590,000","Thornberry, 4 Granville Road, Blackrock, Co. Dublin",72 m²,3 Bath,
2154,"€495,000","128 Willow Park Grove, Glasnevin, Glasnevin, Dublin 11",3 Bed,2 Bath,
2155,"€350,000","Apartment 22, The Millhouse, The Steelworks, Dublin 1",1 Bath,2 Bath,
2156,"€280,000","23 Bellgree Crescent, Tyrrelstown, Dublin 15",3 Bed,2 Bath,
2157,"€310,000","32 Woodford Park Road, Clondalkin, Dublin 22",1 Bath,1 Bath,
2158,"€435,000","208 The Sweepstakes, Ballsbridge, Ballsbridge, Dublin 4",69 m²,1 Bath,
2159,"€925,000","57 Mulgrave Street, Dun Laoghaire, Co. Dublin",2 Bed,2 Bath,
2160,"€260,000","85 Cranford Court, Stillorgan Road, Dublin 4",1 Bath,,
2161,"€495,000","87 Patrician Villas, Stillorgan, Co. Dublin",3 Bed,1 Bath,84 m²
2162,"€299,000","13 Whitechurch Lawn, Ballyboden, Rathfarnham, Dublin 14",1 Bath,1 Bath,75 m²
2163,"€299,950","208 Beacon One, Sandyford, Dublin 18",84 m²,1 Bath,101 m²
2164,"€395,000","201 Shanowen Road, Santry, Santry, Dublin 9",3 Bed,2 Bath,72 m²
2165,"€275,000","87 Kylemore Drive, Ballyfermot, Ballyfermot, Dublin 10",1 Bath,1 Bath,42 m²
2166,"€185,000","Apartment 5, Curragh Hall Wood, Curragh Hall Crescent, Tyrrelstown, Dublin 15",75 m²,1 Bath,64 m²
2167,"€259,000","Apartment 71, Knockmaree, Chapelizod, Dublin 20",1 Bed,1 Bath,127 m²
2168,"€284,950","1 Boulevard, Bishops Orchard, Tyrrelstown, Dublin 15",1 Bath,3 Bath,71 m²
2169,"€235,000","Apartment 30, The Goulding, Santry Cross, Santry, Dublin 9",3 Bed,2 Bath,80 m²
2170,"€850,000","9 Hampton Park, St. Helens Wood, Booterstown, Co. Dublin",2 Bath,3 Bath,74 m²
2171,"€415,000","21 Seamount, Booterstown, Co. Dublin",101 m²,2 Bath,137 m²
2172,"€395,000","Saint Martha's, 11 Saint Thomas Road, South Circular Road, Dublin 8",3 Bed,2 Bath,142 m²
2173,"€289,950","20 Yellow Meadows Drive, Clondalkin, Dublin 22",1 Bath,1 Bath,69 m²
2174,"€274,950","70 Captain's Avenue, Crumlin, Crumlin, Dublin 12",72 m²,2 Bath,65 m²
2175,"€485,000","30 The Heron, Thornwood, Booterstown Avenue, Booterstown, Co. Dublin",1 Bed,2 Bath,65 m²
2176,"€495,000","35 Blackburne Square, Rathfarnham Gate, Rathfarnham, Dublin 14",1 Bath,2 Bath,
2177,"€795,000","164 Lower Kimmage Road, Harold's Cross, Dublin 6",42 m²,2 Bath,
2178,"€350,000","504 The Edges 2, Beacon South Quarter, Sandyford, Dublin 18",2 Bed,1 Bath,
2179,"€260,000","18 Finn Eber Square, Finglas, Finglas, Dublin 11",1 Bath,1 Bath,
2180,"€220,000","Apartment 14, Walnut, Grattan Wood, Donaghmede, Dublin 13",4 Bed,2 Bath,
2181,"€295,000","4 Park Court, Pecks Lane, Castleknock, Dublin 15",2 Bed,1 Bath,58 m²
2182,"€325,000","183 Lymewood Mews, Northwood, Santry, Dublin 9",1 Bath,2 Bath,86 m²
2183,"€324,950","54 Lismore Road, Crumlin",58 m²,2 Bath,52 m²
2184,"€320,000","143 The Kish, Custom House Harbour, IFSC, Dublin 1",3 Bed,1 Bath,368 m²
2185,"€2,500,000","Belgrave Lodge, 1 Belgrave Terrace, Monkstown, Co. Dublin",2 Bath,4 Bath,117 m²
2186,"€595,000","4 Kilrock Road Howth, Howth, Dublin 13",86 m²,1 Bath,83 m²
2187,"€375,000","Saint Paul's, 45 Cromwellsfort Road, Walkinstown, Dublin 12",3 Bed,1 Bath,67 m²
2188,"€265,000","38 De Selby Downs, Citywest, Co. Dublin",2 Bath,2 Bath,71 m²
2189,"€295,000","Apartment 33, The Cedar, Stepaside, Dublin 18",2 Bed,2 Bath,140 m²
2190,"€374,950","14 Galtymore Close, Drimnagh, Dublin 12",1 Bath,1 Bath,84 m²
2191,"€210,000","44 Alderpark Court, Tallaght, Tallaght, Dublin 24",52 m²,1 Bath,152 m²
2192,"€279,000","18 Cherrywood Grove, Clondalkin, Dublin 22",6 Bed,1 Bath,65 m²
2193,"€695,000","23 Clonturk Park, Drumcondra, Dublin 9",4 Bath,4 Bath,82 m²
2194,"€300,000","24 Portersfield, Clonsilla Road, Clonsilla, Dublin 15",368 m²,3 Bath,130 m²
2195,"€500,000","31 Edmondstown Green, Moyville, Edmondstown, Dublin 16",4 Bed,2 Bath,
2196,"€1,150,000","9 Cypress Hazeldene Ballsbridge Dublin 4, Donnybrook, Dublin 4",1 Bath,3 Bath,
2197,"€285,000","35 Bargy Road, East Wall, East Wall, Dublin 3",117 m²,1 Bath,
2198,"€360,000","79 Ballintyre Meadows Ballinteer Dublin 16, Ballinteer, Dublin 16",3 Bed,2 Bath,
2199,"€795,000","118 Trees Road Upper, Mount Merrion, Co. Dublin",1 Bath,1 Bath,
2200,"€235,000","112 Saint Margaret's Road, Hampton Wood, Finglas, Dublin 11",83 m²,2 Bath,
2201,"€324,950","41 Boulevard, Mount Eustace, Tyrrelstown, Dublin 15",4 Bed,3 Bath,91 m²
2202,"€300,000","Apartment 102, Temple Gardens, Northwood, Santry, Dublin 9",3 Bath,2 Bath,107 m²
2203,"€390,000","71 Mountain View Drive, Rathfarnham, Rathfarnham, Dublin 14",3 Bed,1 Bath,38 m²
2204,"€450,000","133 Emmet Road, Inchicore, Inchicore, Dublin 8",2 Bath,1 Bath,70 m²
2205,"€242,750","5 Lincoln Lane, Arran Quay, Smithfield, Dublin 1",4 Bed,1 Bath,65 m²
2206,"€300,000","629 Carnlough Road, Cabra West, Cabra, Dublin 7",1 Bath,2 Bath,115 m²
2207,"€255,000","4 Caledon Road, East Wall, East Wall, Dublin 3",91 m²,1 Bath,67 m²
2208,"€529,000","178 Whitecliff, Rathfarnham, Dublin 16",2 Bed,3 Bath,53 m²
2209,"€375,000","13 Mayeston Drive, St. Margaret's, Finglas, Dublin 11",1 Bath,3 Bath,319 m²
2210,"€495,000","Apt 1, Apt 1, 38 Haddington Road, Ballsbridge, Dublin 4",107 m²,2 Bath,90 m²
2211,"€325,000","Apartment 26, Block 2, Dundrum Gate, Dundrum, Dublin 14",1 Bed,3 Bath,53 m²
2212,"€2,500,000","Rusheen, Westminster Road, Foxrock, Dublin 18",1 Bath,1 Bath,111 m²
2213,"€420,000","9 Luttrell Park Crescent, Castleknock, Dublin 15",38 m²,2 Bath,92 m²
2214,"€369,950","5 Ballygall Road West, Finglas East, Finglas, Dublin 11",2 Bed,3 Bath,
2215,"€1,475,000","29 Heytesbury Street, Portobello, Dublin 8",2 Bath,1 Bath,
2216,"€315,000","4 Heatherview Close, Aylesbury, Tallaght, Dublin 24",70 m²,1 Bath,
2217,"€395,000","10 Firhouse, Mespil Estate, Ballsbridge, Dublin 4",3 Bed,3 Bath,
2218,"€490,000","2a Foxfield Green, Raheny, Dublin 5",1 Bath,2 Bath,
2219,"€575,000","43 The Amber, Blackrock, Co. Dublin",65 m²,1 Bath,
2220,"€249,950","Apartment 2, Milltown Hill, Milltown, Dublin 6",4 Bed,,
2221,"€1,585,000","77 Albert Road Lower, Sandycove, Co. Dublin",3 Bed,2 Bath,205 m²
2222,"€350,000","Apartment 27, Ivy Exchange, Dublin 1",2 Bath,2 Bath,70 m²
2223,"€895,000","4 Stone Park, Trees Road, Mount Merrion, Co. Dublin",205 m²,2 Bath,155 m²
2224,"€695,000","3 Stone Park, Trees Road, Mount Merrion, Co. Dublin",2 Bed,2 Bath,129 m²
2225,"€270,000","Apartment 27, Temple Court, Northwood, Santry, Dublin 9",2 Bath,2 Bath,74 m²
2226,"€295,000","19 Lurgan Street, Smithfield, Dublin 7",70 m²,1 Bath,56 m²
2227,"€310,000","12 Bolbrook Avenue, Tallaght, Tallaght, Dublin 24",3 Bed,1 Bath,105 m²
2228,"€524,950","Lot 1 24 Slademore Drive, Ard Na Greine, Ayrfield, Dublin 13",2 Bath,1 Bath,67 m²
2229,"€545,000","244 Foxrock Grove, Foxrock, Dublin 18",155 m²,1 Bath,80 m²
2230,"€350,000","15 Earl Street South, Dublin 8",3 Bed,1 Bath,66 m²
2231,"€255,000","41 Belmayne Avenue, D13X8DK, Belmayne",2 Bath,2 Bath,96 m²
2232,"€399,000","14 Cairnbrook Hall, Glenamuck Road, Carrickmines, Dublin 18",129 m²,2 Bath,33 m²
2233,"€235,000","Apartment 50, Sackville Court, Dublin 7",2 Bed,1 Bath,101 m²
2234,"€575,000","Penthouse 53 The Rowan Rockfield Dundrum Dublin 16, Dundrum, Dublin 16",2 Bath,2 Bath,63 m²
2235,"€400,000","8 Saint Joseph's Parade, Phibsborough, Dublin 7",74 m²,2 Bath,80 m²
2236,"€480,000","26 Sycamore, Trimbleston, Goatstown, Dublin 14",2 Bed,2 Bath,197 m²
2237,"€800,000","23 Beechpark Avenue, Castleknock, Castleknock, Dublin 15",1 Bath,2 Bath,134 m²
2238,"€795,000","23 Hollybrook, Brighton Road, Foxrock, Dublin 18",56 m²,2 Bath,
2239,Price on Application,"4 Eden Road Lower Glasthule, Glasthule, Co. Dublin",3 Bed,1 Bath,
2240,"€399,950","6 Huxley Crescent, Cork Street, Dublin 8",1 Bath,,
2241,"€475,000","Apartment 6, Offington Manor, Sutton, Dublin 13",2 Bed,1 Bath,86 m²
2242,"€450,000","10 Ferndale Road, Glasnevin, Glasnevin, Dublin 11",1 Bath,1 Bath,102 m²
2243,"€380,000","11 Thomastown Crescent, Sallynoggin, Co. Dublin",86 m²,1 Bath,108 m²
2244,"€249,950","57 Monasterboice Road, Crumlin, Crumlin, Dublin 12",3 Bed,2 Bath,131 m²
2245,"€295,000","12 Tymonville Park, Tallaght, Tallaght, Dublin 24",1 Bath,2 Bath,192 m²
2246,"€1,450,000","10 Brendan Road Donnybrook Dublin 4, Donnybrook, Dublin 4",102 m²,2 Bath,55 m²
2247,"€299,950","16 South John Street, Pimlico, The Liberties, Dublin 8",3 Bed,1 Bath,42 m²
2248,"€325,000","19 Saint Brendan's Crescent, Greenhills, Walkinstown, Dublin 12",1 Bath,1 Bath,72 m²
2249,"€340,000","12 Niall Street, Stoneybatter, Dublin 7",108 m²,1 Bath,90 m²
2250,"€535,000","103 Glasnevin Park, Glasnevin, Dublin 11",2 Bed,2 Bath,97 m²
2251,"€430,000","76 Seamount, Stillorgan Road, Booterstown, Co. Dublin",2 Bath,2 Bath,123 m²
2252,"€370,000","3 Spencer House, Custom House Square, Dublin 1",3 Bed,2 Bath,89 m²
2253,Price on Application,"6C Prince's Street South, Grand Canal Dock, Dublin 2",2 Bath,2 Bath,92 m²
2254,"€469,000","13 Castlefield Way, Knocklyon, Dublin 16",131 m²,2 Bath,39 m²
2255,"€295,000","Apartment 13, Clearwater Court North, River Drive, Ashtown, Dublin 15",5 Bed,2 Bath,120 m²
2256,"€260,000","26 Hazelgrove, Blessington Road, Tallaght, Dublin 24",2 Bath,2 Bath,
2257,"€525,000","39 The Paddocks, Hybreasal, South Circular Road, Dublin 8",192 m²,2 Bath,
2258,"€374,950","Apartment 15, Millrace Road, Phoenix Park Racecourse, Castleknock, Dublin 15",3 Bed,2 Bath,
2259,"€299,000","48 Rialto Cottages, Rialto, Dublin 8",1 Bath,1 Bath,
2260,"€550,000","44 Beaumont Avenue, Churchtown, Dublin 14",55 m²,2 Bath,
2261,"€1,850,000","4 Mourne Lodge, Mourne Road, Drimnagh, Dublin 12",14 Bed,6 Bath,518 m²
2262,"€3,750,000","Tallon House, 4 Golf Lane, Foxrock, Dublin 18",6 Bath,2 Bath,265 m²
2263,"€2,450,000","Glenheather, Brennanstown Road, Foxrock, Dublin 18",518 m²,4 Bath,407 m²
2264,"€4,800,000","The Bawn, Kerrymount Avenue, Foxrock, Dublin 18",3 Bed,6 Bath,520 m²
2265,"€595,000","Site, 6B Rathmichael Haven, Rathmichael, Co. Dublin",2 Bath,1 Bath,0.47 ac
2266,"€525,000","11A Arbour Place, Stoneybatter, Dublin 7",265 m²,1 Bath,0.1 ac
2267,"€245,000","Apartment 129, The Chandler, Dublin 7",6 Bed,1 Bath,53 m²
2268,"€259,000","9 Viking Court, Meath Place, Dublin 8",4 Bath,1 Bath,90 m²
2269,"€215,000","8 Melville Way, Finglas, Finglas, Dublin 11",407 m²,1 Bath,82 m²
2270,"€215,000","Apartment 5, Hampton Court, Tyrconnell Road, Inchicore, Dublin 8",7 Bed,1 Bath,118 m²
2271,"€300,000","6 Glenview Park, Tallaght, Tallaght, Dublin 24",6 Bath,2 Bath,118 m²
2272,"€260,000","18 Lindisfarne Vale, Clondalkin, Dublin 22",520 m²,1 Bath,43 m²
2273,"€995,000","55 Donnybrook Manor, Donnybrook, Dublin 4",0.47 ac,1 Bath,82 m²
2274,"€550,000","22 Mountpleasant Avenue Lower, Rathmines, Ranelagh, Dublin 6",0.1 ac,1 Bath,48 m²
2275,"€230,000","Apartment 224, The Richmond, Dublin 7",1 Bed,1 Bath,76 m²
2276,"€265,000","35 Glin Road, Coolock, Dublin 17",1 Bath,1 Bath,
2277,"€324,950","39 Crotty Avenue, Walkinstown, Dublin 12",2 Bed,2 Bath,
2278,"€250,000","Apartment 50, Block F, Mellowes Quay, Dublin 8",1 Bath,3 Bath,
2279,"€239,950","28 Virginia Hall, Belgard Square West, Tallaght, Dublin 24",53 m²,,
2280,"€249,950","5 Abbotstown Avenue, Finglas West, Finglas, Dublin 11",2 Bed,,
2281,"€595,000","89 Hollybank Road, Drumcondra, Dublin 9",4 Bed,4 Bath,150 m²
2282,"€1,500,000","69 Waterloo Lane, Ballsbridge, Dublin 4",4 Bath,3 Bath,150 m²
2283,"€495,000","89 Willow Park Avenue, Glasnevin, Glasnevin, Dublin 11",150 m²,1 Bath,436 m²
2284,"€360,000","86 Kilfenora Road, Kimmage, Dublin 12",2 Bed,1 Bath,107 m²
2285,"€4,500,000","Dunmara, Strand Road, Killiney, Co. Dublin",3 Bath,4 Bath,73 m²
2286,"€495,000","16 Riverwood Chase, Castleknock, Dublin 15",150 m²,3 Bath,0.5 ac
2287,"€365,000","Apartment 407, The Old Chocolate Factory, Kilmainham Square, Kilmainham, Dublin 8",3 Bed,2 Bath,96 m²
2288,"€1,500,000","Greenan, Glenamuck Road South, Carrickmines, Dublin 18",1 Bath,2 Bath,69 m²
2289,"€570,000","29 Derrynane Gardens, Sandymount, Dublin 4",3 Bed,2 Bath,42 m²
2290,"€295,000","44 Rathborne Place, Ashtown, Dublin 15",1 Bath,1 Bath,79 m²
2291,"€195,000","Apartment 38, Tuansgate, Belgard Square East, Tallaght, Dublin 24",5 Bed,2 Bath,206 m²
2292,"€350,000","Apartment 20, Saint John's Well Way, Kilmainham, Dublin 8",4 Bath,3 Bath,110 m²
2293,"€1,750,000","Apt. 22 The Pavilion Marine Road Dun Laoghaire, Dun Laoghaire, Co. Dublin",436 m²,1 Bath,56 m²
2294,"€350,000","65 Innismore, Dublin 12",3 Bed,1 Bath,58 m²
2295,"€550,000","13 Wayside Cottages, Kilternan, Kilternan, Dublin 18",3 Bath,2 Bath,59 m²
2296,"€575,000","Apt 11a, Block C, Thornfield, Donnybrook, Dublin 4",107 m²,1 Bath,92 m²
2297,"€265,000","45 Derry Park, Crumlin, Crumlin, Dublin 12",2 Bed,1 Bath,118 m²
2298,"€340,000","Apartment 8, Shelbourne Village, Ringsend, Dublin 4",2 Bath,1 Bath,
2299,"€440,000","7 Springfield, Blackhorse Avenue, Navan Road (D7), Dublin 7",73 m²,3 Bath,
2300,"€399,950","13A Clonshaugh Grove, Clonshaugh, Dublin 17",0.5 ac,,
2301,"€425,000","18A Ardee Street, Dublin 8",2 Bed,1 Bath,58 m²
2302,"€395,000","12 Ferndale Road, Glasnevin, Dublin 11",1 Bath,1 Bath,102 m²
2303,"€290,000","62 Clonard Road, Crumlin, Crumlin, Dublin 12",58 m²,1 Bath,54 m²
2304,"€430,000","5 Ballintyre Square, Ballinteer, Dublin 16",3 Bed,2 Bath,56 m²
2305,"€299,950","Apartment 71, Griffith Hall, Glandore Road, Drumcondra, Dublin 3",1 Bath,1 Bath,229 m²
2306,"€449,950","34 Foster Terrace, Ballybough, Drumcondra, Dublin 3",102 m²,3 Bath,105 m²
2307,"€265,000","317 Kildare Road, Crumlin, Crumlin, Dublin 12",2 Bed,1 Bath,76 m²
2308,"€1,975,000","Shottery, Kilmore Avenue Killiney, Killiney, Co. Dublin",1 Bath,3 Bath,78 m²
2309,"€400,000","9 Ferncourt Green, Oldcourt Road, Firhouse, Dublin 24",54 m²,3 Bath,67 m²
2310,"€350,000","Apartment 10, Longmeadows Apartments, Conyngham Road, Islandbridge, Dublin 8",3 Bed,1 Bath,140 m²
2311,"€375,000","204 The Cubes 3, Beacon South Quarter, Sandyford, Dublin 18",2 Bath,2 Bath,56 m²
2312,Price on Application,"27 Ashfield Park, Mulhuddart, Mulhuddart, Dublin 15",2 Bed,1 Bath,195 m²
2313,"€275,000","Apt. 152, Carrington, Northwood, Santry, Dublin 9",1 Bath,2 Bath,65 m²
2314,"€580,000","255 Swords Road, Whitehall, Santry, Dublin 9",3 Bed,2 Bath,85 m²
2315,"€275,000","60 Belmont Hall, North City Centre, Dublin 1",3 Bath,1 Bath,87 m²
2316,"€995,000","14 Harlech Downs, Goatstown Road, Clonskeagh, Dublin 14",2 Bed,4 Bath,
2317,"€365,000","244 Carnlough Road, Cabra, Dublin 7",1 Bath,1 Bath,
2318,"€825,000","5&6 Hillview Cottages, Little Meadow, Pottery Road, Cabinteely, Co. Dublin",56 m²,1 Bath,
2319,"€525,000","27 Laurel Bank, Lanesville, Monkstown, Co. Dublin",4 Bed,2 Bath,
2320,"€274,950","62 Curragh Hall Crescent, Tyrellstown, Tyrrelstown, Dublin 15",3 Bath,3 Bath,
2321,"€895,000","Shandon Cottage, Montpelier Parade, Monkstown, Co. Dublin",4 Bed,2 Bath,112 m²
2322,"€365,000","15 Fernleigh Court, Castleknock, Castleknock, Dublin 15",2 Bath,3 Bath,113 m²
2323,"€575,000","85 Clonliffe Road, Drumcondra, Dublin 3",112 m²,3 Bath,103 m²
2324,"€390,000","5 Mountjoy Square North, Dublin 1",3 Bed,1 Bath,86 m²
2325,"€295,000","Apt. 38, Custom Hall, (Parking Space Option), Gardiner Street North, North City, Dublin 1",3 Bath,1 Bath,65 m²
2326,"€345,000","Apt. 7, Canon Court, Bride Street, Dublin 8",113 m²,2 Bath,178 m²
2327,"€800,000","18 Sandford Road, Ranelagh, Dublin 6",3 Bed,2 Bath,79 m²
2328,"€325,000","18 Kells Road, Crumlin, Dublin 12",3 Bath,1 Bath,93 m²
2329,"€435,000","1 Albert College Drive, Glasnevin, Dublin 9",103 m²,2 Bath,62 m²
2330,"€299,000","31 Clonshaugh Meadow, Clonshaugh, Clonshaugh, Dublin 17",2 Bed,1 Bath,69 m²
2331,"€340,000","6 Redwood Rise, Kilnamanagh, Dublin 24",1 Bath,1 Bath,400 m²
2332,"€280,000","14 Kings Hall, 191-193 Phibsborough Road, Dublin 7",86 m²,1 Bath,84 m²
2333,"€450,000","Apartment 9, Block 2, Clarion Quay, IFSC, Dublin 1",2 Bed,2 Bath,1.05 ac
2334,"€2,350,000","8 Montpelier Parade Monkstown Road Monkstown, Monkstown, Co. Dublin",1 Bath,4 Bath,39 m²
2335,"€380,000","14 Oldtown Road, Santry, Santry, Dublin 9",2 Bed,1 Bath,38 m²
2336,"€200,000","Lower Rd, Strawberry Beds, Lucan, Co. Dublin",2 Bath,1 Bath,70 m²
2337,"€250,000","16 Arranmore, 13_17 Pembroke Road, Ballsbridge, Dublin 4",65 m²,1 Bath,70 m²
2338,"€260,000","27 Greenville Place, Clanbrassil Street, Dublin 8",3 Bed,1 Bath,
2339,"€375,000","23 Fleming Road, Drumcondra, Dublin 9",2 Bath,1 Bath,
2340,"€274,950","Apartment 56, Horizon Building, Ashtown, Dublin 15",178 m²,,
2341,"€294,950","14 Hazelwood Crescent, Hartstown, Clonsilla, Dublin 15",3 Bed,1 Bath,147 m²
2342,"€975,000","Castle View House, Castle View House, 192B Castle View, Brennanstown, Carrickmines, Dublin 18",1 Bath,3 Bath,701 m²
2343,"€495,000","26/26A Patrick Street, Dun Laoghaire, Co. Dublin",3 Bed,6 Bath,52 m²
2344,"€8,900,000","Summerhill House, Marino Avenue West, Killiney, Co. Dublin",3 Bath,1 Bath,238 m²
2345,"€345,000","Apartment 12, Danes Court, Clontarf, Dublin 3",147 m²,2 Bath,94 m²
2346,"€249,950","17 Faughart Road, Crumlin, Dublin 12",4 Bed,2 Bath,94 m²
2347,"€1,250,000","Carrickbrack House, Carrickbrack Road, Sutton, Dublin 13",7 Bed,2 Bath,77 m²
2348,"€465,000","45 Brian Road, Marino, Dublin 3",6 Bath,1 Bath,84 m²
2349,"€695,000","15 Eglinton Terrace, Donnybrook, Dublin 4",701 m²,1 Bath,70 m²
2350,"€420,000","9 Spencer Street North, North Strand, North Strand, Dublin 3",2 Bed,1 Bath,120 m²
2351,"€210,000","27 Kiltalown Road, Tallaght, Tallaght, Dublin 24",1 Bath,1 Bath,56 m²
2352,"€595,000","3 Emerald Cottages, Off Grand Canal Street, Ballsbridge, Dublin 4",52 m²,3 Bath,83 m²
2353,"€620,000","3 Sandyford Hall Place, Sandyford, Sandyford, Dublin 18",2 Bed,1 Bath,104 m²
2354,"€345,000","Apartment 24, Sprangers Yard, Dublin 2",2 Bath,1 Bath,84 m²
