id,price,address,bedroom,bathroom,area
928,"€775,000","13 Glencairn Road, The Gallops, Leopardstown, Dublin 18",4 Bed,3 Bath,64 m²
929,"€450,000","73 Brandon Square, Waterville, Blanchardstown, Dublin 15",3 Bath,3 Bath,118 m²
930,"€2,850,000","29 Alma Road, Monkstown, Co. Dublin",174 m²,5 Bath,152 m²
931,"€370,000","33 Ferncourt Green, Firhouse, Dublin 24",2 Bed,3 Bath,188 m²
932,"€375,000","47 Main Street, Howth, Dublin 13",1 Bath,1 Bath,455 m²
933,"€495,000","69 St Marys Park, Walkinstown, Dublin 12",4 Bed,2 Bath,165 m²
934,"€895,000","8 Upper Carysfort Avenue Blackrock, Blackrock, Co. Dublin",1 Bath,2 Bath,80 m²
935,"€975,000","63 Haddington Road Ballsbridge Dublin 4, Ballsbridge, Dublin 4",4 Bed,3 Bath,80 m²
936,"€3,450,000","Woodford Booterstown Park Booterstown, Booterstown, Co. Dublin",4 Bath,4 Bath,290 m²
937,"€1,050,000","8 Beaumont Gardens Blackrock, Blackrock, Co. Dublin",235 m²,2 Bath,
938,"€975,000","Tambou, Clonskeagh Road, Clonskeagh, Dublin 14",4 Bed,1 Bath,
939,"€680,000","Tambou, Clonskeagh Road, Clonskeagh, Dublin 14",3 Bath,1 Bath,
940,"€1,675,000","32 Waterloo Road, Ballsbridge, Dublin 4",133 m²,3 Bath,
941,"€415,000","43 Oldbawn Avenue, Old Bawn, Tallaght, Dublin 24",3 Bed,2 Bath,166 m²
942,"€1,245,000","12 Londonbridge Road, Sandymount, Sandymount, Dublin 4",2 Bath,3 Bath,120 m²
943,"€675,000","27 Avondale Lawn, Blackrock, Co. Dublin",3 Bed,1 Bath,284 m²
944,"€1,295,000","Lisheen, 2, Claremont Pines, Carrickmines, Dublin 18",3 Bath,4 Bath,66 m²
945,"€295,000","16 The Crescent, Carrickmines Manor, Carrickmines, Dublin 18",166 m²,2 Bath,150 m²
946,"€210,000","115 Portersfield, Clonsilla Road, Clonsilla, Dublin 15",3 Bed,2 Bath,173 m²
947,"€895,000","Hawthorn Hill 18 Temple Park Ave Blackrock, Blackrock, Co. Dublin",1 Bath,2 Bath,37 m²
948,"€240,000","Apartment 144, Block 4, Parklands, Northwood, Santry, Dublin 9",120 m²,2 Bath,455 m²
949,"€229,000","30 Green Isle Court, Clondalkin, Clondalkin, Dublin 22",5 Bed,1 Bath,58 m²
950,"€249,950","Apartment 39, The Eden, Prospect Hill, Finglas, Dublin 11",4 Bath,2 Bath,83 m²
951,"€995,000","1 Greythorn Park, Glenageary, Co. Dublin",284 m²,3 Bath,60 m²
952,"€375,000","47 Coldwell Street, Glasthule, Co. Dublin",2 Bed,1 Bath,94 m²
953,"€3,450,000","Woodford, Booterstown Park, Booterstown, Co. Dublin",2 Bath,4 Bath,
954,"€199,000","Apartment 83, Rath Geal, Clondalkin, Dublin 22",66 m²,2 Bath,
955,"€430,000","22 Bessborough Avenue, North Strand, North Strand, Dublin 3",2 Bed,1 Bath,
956,"€250,000","Flat 1, 6 Mountjoy Square North, Dublin 1",2 Bath,1 Bath,
957,"€345,000","81 Clanmaurice Road, Donnycarney, Donnycarney, Dublin 3",4 Bed,1 Bath,
958,"€494,950","Apartment 3, Frascati Hall, Blackrock, Co. Dublin",2 Bath,2 Bath,
959,"€230,000","Apartment 25, Swan Hall, Belgard Square, Tallaght, Dublin 24",150 m²,2 Bath,
960,"€595,000","32 St Enda's Road, Terenure, Dublin 6",2 Bed,2 Bath,
961,"€395,000","31 Loreto Avenue, Rathfarnham, Dublin 14",3 Bed,1 Bath,76 m²
962,"€750,000","30 Hillcourt Road, Glenageary, Co. Dublin",1 Bath,2 Bath,175 m²
963,"€260,000","23 Hampton Wood Way, Saint Margaret's Road, Finglas, Dublin 11",76 m²,2 Bath,73 m²
964,"€239,000","98 Hampton Wood Road, Finglas, Finglas, Dublin 11",4 Bed,2 Bath,95 m²
965,"€219,000","18 Avondale Hall, 151/152 Parnell Street, Dublin 1",2 Bath,1 Bath,151 m²
966,"€285,000","Apartment 42, Block E, Blackhall Square, Smithfield, Dublin 1",175 m²,1 Bath,122 m²
967,"€425,000","2 Manor Road, Palmerstown, Palmerstown, Dublin 20",2 Bed,1 Bath,131 m²
968,"€520,000","16 Dalriada Park, Knocklyon, Dublin 16",2 Bath,3 Bath,68 m²
969,"€675,000","5 Foyle Road, Fairview, Drumcondra, Dublin 3",73 m²,2 Bath,112 m²
970,"€215,000","3 Block A, The Maltings, Dublin 8",3 Bed,1 Bath,90 m²
971,"€475,000","20 Dundela Haven, Glenageary, Co. Dublin",2 Bath,2 Bath,59 m²
972,"€550,000","42 Orlagh Downs, Knocklyon, Dublin 16",95 m²,3 Bath,90 m²
973,"€330,000","The Coach House, Bannow Road, Cabra, Dublin 7",1 Bed,2 Bath,70 m²
974,"AMV: €130,000","2 Fernleigh Dale, Castleknock, Dublin 15",1 Bath,1 Bath,367 m²
975,"€390,000","15 Charleston Court, Charleston Road, Ranelagh, Dublin 6",2 Bed,1 Bath,62 m²
976,"€445,000","14 The Belfry, Inchicore Road, Kilmainham, Dublin 8",1 Bath,2 Bath,158 m²
977,"€325,000","61 The Ramparts Cabinteely Dublin 18, Cabinteely, Dublin 18",4 Bed,2 Bath,
978,"€1,850,000","Woodlane House Quarry Road Rathmichael, Rathmichael, Co. Dublin",1 Bath,4 Bath,
979,"€350,000","Apt 124, Block 1, The Watermill, Raheny, Dublin 5",151 m²,2 Bath,
980,"€830,000","14 Woodberry, Castleknock, Dublin 15",4 Bed,4 Bath,
981,"€375,000","Apartment 68, Littlewood, Belarmine Avenue, Stepaside, Dublin 18",2 Bed,2 Bath,81 m²
982,"€325,000","9 Dundrum Court, Dundrum, Dublin 16",2 Bath,1 Bath,59 m²
983,"€375,000","Apartment C, 87 Lower Baggot Street, Dublin 2",81 m²,1 Bath,57 m²
984,"€300,000","11 Yellow Meadows Grove, Clondalkin, Dublin 22",1 Bed,2 Bath,315 m²
985,"€1,195,000","32 Nelson Street, Dublin 7",1 Bath,8 Bath,45 m²
986,"€274,950","79 Benmadigan Road, Drimnagh, Dublin 12",59 m²,1 Bath,69 m²
987,"€165,000","Apartment 13, Parkview Drive, Finglas, Dublin 11",1 Bed,1 Bath,25 m²
988,"€259,000","85 Belmayne Park North, Balgriffin, Dublin 13",1 Bath,2 Bath,46 m²
989,"€160,000","Apartment 18, Drumderg Court, Fairview, Dublin 3",57 m²,1 Bath,79 m²
990,"€225,000","112 Temple Gardens, Northwood, D09K791, Santry, Dublin 9",3 Bed,1 Bath,69 m²
991,"€525,000","1 Park Drive, Glenageary Heights, Glenageary, Co. Dublin",2 Bath,3 Bath,105 m²
992,"€285,000","Apartment 37, 52 Mountjoy Square South, Dublin 1",9 Bed,2 Bath,142 m²
993,"€370,000","36 Summerfield Rise, Blanchardstown, Blanchardstown, Dublin 15",8 Bath,3 Bath,82 m²
994,"€635,000","45 Brookwood Park, Artane, Artane, Dublin 5",315 m²,2 Bath,169 m²
995,"€649,950","47 Crumlin Road, Dublin 12",2 Bed,2 Bath,0.08 ac
996,"€425,000","26 Collinswood, Collins Avenue, Beaumont, Dublin 9",1 Bath,2 Bath,71 m²
997,"€245,000","23 Windmill Court, Clonsilla, Dublin 15",1 Bed,1 Bath,
998,"€1,250,000","26 Rosmeen Gardens Dun Laoghaire, Dun Laoghaire, Co. Dublin",1 Bath,,
999,"€295,000","64a Deanstown Avenue, Finglas, Dublin 11",45 m²,,
1000,"€225,000","62 Railway Avenue, Inchicore, Inchicore, Dublin 8",2 Bed,,
1001,"€295,000","64 Deanstown Avenue, Finglas, Dublin 11",3 Bed,1 Bath,182 m²
1002,"€895,000","63 Avondale Road, Killiney, Co. Dublin",1 Bath,2 Bath,184 m²
1003,"€795,000","18A Park Villas, Castleknock, Dublin 15",4 Bed,3 Bath,111 m²
1004,"€395,000","5 Connolly Gardens, Inchicore, Inchicore, Dublin 8",2 Bath,2 Bath,55 m²
1005,"€199,000","47 Ring Street, Inchicore, Inchicore, Dublin 8",182 m²,1 Bath,98 m²
1006,"€895,000","45 Convent Road, Dalkey, Co. Dublin",3 Bed,2 Bath,415 m²
1007,"€4,250,000","Carrickmoleen Killiney Hill Road Killiney, Killiney, Co. Dublin",3 Bath,3 Bath,63 m²
1008,"€275,000","Apartment 198, Block 4, Parklands, Northwood, Santry, Dublin 9",184 m²,2 Bath,90 m²
1009,"€295,000","73 Gleann Na Ri­, Druid Valley, Cabinteely, Dublin 18",3 Bed,2 Bath,111 m²
1010,"€290,000","29 Rathmore Village, Tyrellstown, Tyrrelstown, Dublin 15",2 Bath,3 Bath,60 m²
1011,"€385,000","303 Castleforbes Square, Castleforbes Road, Dublin 1",111 m²,2 Bath,60 m²
1012,"€360,000","21 Bushfield Lawns, Clondalkin, Clondalkin, Dublin 22",2 Bed,3 Bath,85 m²
1013,"€315,000","Apartment 54, 73 Leonard's Court, Clanbrassil Street Lower, Dublin 8",1 Bath,1 Bath,97 m²
1014,"€375,000","36 Millmount Grove, Dundrum Road, Dundrum, Dublin 14",55 m²,1 Bath,62 m²
1015,"AMV: €265,000","171 Whitethorn Gardens, Palmerstown, Dublin 20",3 Bed,1 Bath,98 m²
1016,"€550,000","10 Wainsfort Avenue, Terenure, Terenure, Dublin 6",2 Bath,1 Bath,42 m²
1017,"€375,000","44 St John's Court, Artane, Dublin 5",98 m²,3 Bath,
1018,"€395,000","15 Tournville Lodge, Rathfarnham, Dublin 14",5 Bed,1 Bath,
1019,"€595,000","46 The Maples, Clonskeagh, Dublin 14",3 Bath,3 Bath,
1020,"€239,000","4 Parkside View, Nephin Road, Dublin 7",415 m²,1 Bath,
1021,"€275,000","37 Jamestown Avenue, Inchicore, Dublin 8",2 Bed,1 Bath,190 m²
1022,"€325,000","494 Mourne Road, Drimnagh, Dublin 12",1 Bath,1 Bath,162 m²
1023,"€795,000","6 Watson Road Killiney, Killiney, Co. Dublin",3 Bed,3 Bath,70 m²
1024,"€435,000","44 Fernleigh Drive, Castleknock, Dublin 15",1 Bath,3 Bath,59 m²
1025,"€394,950","9 St.Kevins Villas, Glenageary Road Upper, Sallynoggin, Co. Dublin",5 Bed,1 Bath,105 m²
1026,"€270,000","1 St John's Drive, Clondalkin, Dublin 22",3 Bath,1 Bath,257 m²
1027,"€220,000","22 Birchwood Heights, Springfield, Tallaght, Dublin 24",190 m²,1 Bath,47 m²
1028,"€290,000","6 Newlands Manor Court, Clondalkin, Clondalkin, Dublin 22",3 Bed,2 Bath,100 m²
1029,"€1,200,000","Accra, Tibradden Road, Rathfarnham, Dublin 14",3 Bath,2 Bath,90 m²
1030,"€275,000","95 Brooklawn, Strandville Avenue, Clontarf, Dublin 3",162 m²,1 Bath,267 m²
1031,"€325,000","23 Northway Estate, Finglas, Finglas, Dublin 11",2 Bed,2 Bath,120 m²
1032,"€547,500","Apt 20 Radcliffe Hall, St John's Road, Sandymount, Dublin 4",1 Bath,2 Bath,142 m²
1033,"€995,000","14 Orby Park, The Gallops, Leopardstown, Dublin 18",70 m²,4 Bath,94 m²
1034,"€795,000","60 Woodlawn Park Churchtown Dublin 14, Churchtown, Dublin 14",2 Bed,1 Bath,110 m²
1035,"€295,000","7 Ballygall Place, Finglas, Dublin 11",1 Bath,1 Bath,
1036,"€735,000","3A Pleasants Place, Dublin 8",59 m²,3 Bath,
1037,"€249,950","Apartment 26, Temple Gardens, Santry, Dublin 9",3 Bed,2 Bath,
1038,"€450,000","40 Martin's Row, Chapelizod, Chapelizod, Dublin 20",1 Bath,2 Bath,
1039,"€249,950","Apartment 41, Shackleton House, Archerswood, Clonee, Dublin 15",3 Bed,2 Bath,
1040,"€475,000","73 Brunswick Street North, Smithfield, Dublin 1",2 Bath,3 Bath,
1041,"€495,000","6 Woodfield Terrace, Inchicore, Kilmainham, Dublin 8",2 Bed,3 Bath,118 m²
1042,"€495,000","Apartment 318, The Elm, Trimbleston, Goatstown, Dublin 14",3 Bath,2 Bath,79 m²
1043,"€259,000","7 Westbourne Green, Clondalkin, Clondalkin, Dublin 22",118 m²,1 Bath,43 m²
1044,"€295,000","Apartment 77, Shelbourne Village, Ringsend, Dublin 4",2 Bed,1 Bath,72 m²
1045,"€435,000","Apartment 185, Beechwood Court, Blackrock, Co. Dublin",2 Bath,2 Bath,85 m²
1046,"€525,000","155 Rosary Terrace, Irishtown, Irishtown, Dublin 4",3 Bed,2 Bath,94 m²
1047,"€485,000","Apartment 87, Poplar, Trimbleston, Goatstown, Dublin 14",1 Bath,2 Bath,85 m²
1048,"€295,000","70A Maplewood Drive, Springfield, Tallaght, Dublin 24",79 m²,2 Bath,115 m²
1049,"€315,000","275 Killinarden Estate, Tallaght, Dublin 24",2 Bed,3 Bath,83 m²
1050,"€525,000","83 Fitzroy Avenue, Drumcondra, Dublin 3",1 Bath,1 Bath,47 m²
1051,"€495,000","4 Rathmore Villas, Terenure, Dublin 6W",43 m²,1 Bath,319 m²
1052,"€2,150,000","10 Breffni Terrace, Breffni Road, Sandycove, Co. Dublin",2 Bed,5 Bath,102 m²
1053,"€525,000","71 Cloncurry House, Spencer Dock, IFSC, Dublin 1",2 Bath,2 Bath,126 m²
1054,"€399,000","32 Hunters Green, Ballycullen, Ballycullen, Dublin 16",72 m²,3 Bath,66 m²
1055,"€290,000","Apartment 25, 61 Cork Street, Dublin 8",2 Bed,1 Bath,101 m²
1056,"€470,000","103A Belmont Park, Raheny, Raheny, Dublin 5",2 Bath,3 Bath,74 m²
1057,"€300,000","165 Bracken Hill, Blackglen Road, Simon's Ridge, Sandyford, Dublin 18",85 m²,2 Bath,89 m²
1058,"€220,000","63 Abbotstown Road, Finglas West, Finglas, Dublin 11",2 Bed,1 Bath,131 m²
1059,"€415,000","23 Moatfield Park, Coolock, Coolock, Dublin 5",2 Bath,1 Bath,220 m²
1060,"€800,000","Melville Rise, Finglas, Dublin 11",94 m²,5 Bath,
1061,"€575,000","7 Belarmine Close, Stepaside, Stepaside, Dublin 18",3 Bed,3 Bath,140 m²
1062,"€285,000","62 Railway Road, Clongriffin, Dublin 13",3 Bath,2 Bath,111 m²
1063,"€290,000","51 Collegefort, Castleknock, Dublin 15",140 m²,2 Bath,51 m²
1064,"€394,950","16 Parkside Gardens, Balgriffin, Dublin 13",3 Bed,3 Bath,196 m²
1065,"€360,000","25 Harty Place, Portobello, Dublin 8",2 Bath,1 Bath,220 m²
1066,"€395,000","3 Farnham Crescent, Finglas, Dublin 11",111 m²,2 Bath,116 m²
1067,"€1,100,000","19 Railway Cottages, Ballsbridge, Ballsbridge, Dublin 4",2 Bed,3 Bath,82 m²
1068,"€795,000","23 Blackberry Hill, Glenamuck Road, Carrickmines, Dublin 18",2 Bath,4 Bath,91 m²
1069,"€400,000","4 Innismore, Crumlin, Dublin 12",3 Bed,2 Bath,85 m²
1070,"€265,000","11 Saint John's Gate, Clondalkin, Clondalkin, Dublin 22",3 Bath,1 Bath,102 m²
1071,"€235,000","47 Kilshane Road, Finglas West, Finglas, Dublin 11",1 Bed,1 Bath,124 m²
1072,"€375,000","217 Bunting Road, Walkinstown, Dublin 12",1 Bath,2 Bath,112 m²
1073,"€325,000","Apartment 8, Blackthorn Hall, Ticknock Way, Ticknock Hill, Sandyford, Dublin 18",51 m²,2 Bath,88 m²
1074,"€545,000","31 Eustace Court, Cualanor, Dun Laoghaire, Co. Dublin",3 Bed,2 Bath,
1075,"€254,950","9 Dunsoghly Close, Ratoath Road, Finglas, Dublin 11",2 Bath,2 Bath,
1076,"€545,000","15 Knocklyon Park, Knocklyon, Dublin 16",3 Bed,1 Bath,
1077,"€595,000","16 Woodfield, Scholarstown Road, Rathfarnham, Dublin 16",3 Bath,3 Bath,
1078,"€525,000","34 Sandyford Hall Crescent, Sandyford, Dublin 18",196 m²,2 Bath,
1079,"€595,000","38 Balkill Park, Howth, Co. Dublin",5 Bed,1 Bath,
1080,"€495,000","37 Sutton Downs, Sutton, Dublin 13",4 Bath,1 Bath,
1081,"€320,000","Apartment 12, The Strand, 149 North Strand Road, North Strand, Dublin 3",2 Bed,2 Bath,70 m²
1082,"€274,950","37 Ashfield Grove, Mulhuddart, Clonsilla, Dublin 15",2 Bath,2 Bath,35 m²
1083,"€225,000","Apartment 52, Temple Place, Dublin 1",70 m²,1 Bath,137 m²
1084,"€274,950","17 Ashfield Grove, Mulhuddart, Clonsilla, Dublin 15",3 Bed,2 Bath,122 m²
1085,"AMV: €280,000","62 Kilmore Road, Artane, Artane, Dublin 5",2 Bath,2 Bath,200 m²
1086,"€995,000","25 Farney Park, Sandymount, Sandymount, Dublin 4",1 Bed,1 Bath,56 m²
1087,"€650,000","56 Idrone Park, Knocklyon, Dublin 16",1 Bath,3 Bath,45 m²
1088,"€375,000","2 Greenlands, Sunbury Court, Dartry, Dublin 6",35 m²,1 Bath,160 m²
1089,"€325,000","111 The Elms, Mount Merrion Avenue, Blackrock, Co. Dublin",3 Bed,1 Bath,143 m²
1090,"€1,300,000","4 Carlton, Pembroke Gardens, Ballsbridge, Dublin 4",2 Bath,3 Bath,335 m²
1091,"€595,000","20 Kill Avenue, Dun Laoghaire, Co. Dublin",4 Bed,2 Bath,186 m²
1092,"€2,950,000","24 Leeson Street Upper, Dublin 4",2 Bath,4 Bath,95 m²
1093,"€1,100,000","48 Garville Lane, Rathgar, Dublin 6",137 m²,2 Bath,47 m²
1094,"€650,000","1 Saint Luke's Crescent, Dundrum, Dublin 14",3 Bed,1 Bath,233 m²
1095,"€245,000","Apartment 49, Hampton Square, Cabra, Dublin 7",1 Bath,3 Bath,181 m²
1096,"€1,250,000","4 Harvard Ardilea Clonskeagh Dublin 14, Clonskeagh, Dublin 14",122 m²,4 Bath,47 m²
1097,"€750,000","84 Clonkeen Rd, Deansgrange Clonkeen Road, Blackrock, Co. Dublin",4 Bed,1 Bath,68 m²
1098,"€245,000","Apartment 49, Hampton Square, Navan Road (D7), Dublin 7",3 Bath,2 Bath,69 m²
1099,"€219,000","Apartment 4, Saint Canice's Square, Church Street, Finglas, Dublin 11",200 m²,2 Bath,
1100,"€325,000","Apartment 209, Hampton Square, Navan Road (D7), Dublin 7",2 Bed,,
1101,"€275,000","166 Stannaway Road, Crumlin, Crumlin, Dublin 12",2 Bed,1 Bath,62 m²
1102,"€495,000","99 Glasnevin Avenue, Glasnevin, Dublin 11",1 Bath,1 Bath,136 m²
1103,"€475,000","69 Maryville Road, Raheny, Dublin 5",62 m²,1 Bath,83 m²
1104,"€265,000","Apartment 21, Danes Court, Clontarf, Dublin 3",3 Bed,1 Bath,46 m²
1105,"€247,500","54 The Square, Larch Hill, Santry, Dublin 9",1 Bath,1 Bath,66 m²
1106,"€265,000","Apartment 15 The Sycamores, Stradbrook Hill, Blackrock, Co. Dublin",136 m²,1 Bath,43 m²
1107,"€499,950","1 Willington Grove, Templeogue, Dublin 6W",3 Bed,1 Bath,109 m²
1108,"€750,000","6 Wesley Road Rathgar Dublin 6, Rathgar, Dublin 6",1 Bath,4 Bath,120 m²
1109,"€575,000","7 Ashton Close, Knocklyon, Knocklyon, Dublin 16",83 m²,2 Bath,108 m²
1110,"€550,000","Saint Jude, 35 Lennox Street, Dublin 8",1 Bed,3 Bath,74 m²
1111,"€1,000,000","Tignabruagh Saintbury Avenue Killiney, Killiney, Co. Dublin",1 Bath,3 Bath,147 m²
1112,"€1,250,000","4A Bellevue Park, Booterstown, Co. Dublin",46 m²,4 Bath,217 m²
1113,"€295,000","18 Church Road East Wall Dublin 3, East Wall, Dublin 3",2 Bed,2 Bath,53 m²
1114,"€259,000","16 Woodford Meadows, Clondalkin, Clondalkin, Dublin 22",1 Bath,1 Bath,80 m²
1115,"€245,000","77 Abbotstown Avenue, Finglas West, Finglas, Dublin 11",66 m²,1 Bath,58 m²
1116,"€395,000","20 Tournville Lodge, Rathfarnham, Dublin 14",1 Bed,1 Bath,64 m²
1117,"€5,275,000","5,6,7,8 Buckingham St Lower, Dublin 1",1 Bath,24 Bath,59 m²
1118,"€375,000","6 Hibernia, De Vesci Court, Monkstown, Co. Dublin",43 m²,1 Bath,89 m²
1119,"€360,000","153 Shannon House, Custom House Square, IFSC, Co. Dublin",3 Bed,2 Bath,
1120,"€430,000","13 Drapier Road, Glasnevin, Glasnevin, Dublin 11",1 Bath,1 Bath,
1121,"€330,000","1 Woodvale Drive, Clonsilla, Clonsilla, Dublin 15",3 Bed,2 Bath,55 m²
1122,"€325,000","Apartment 137, Block 4, Parkgate Place, Islandbridge, Dublin 8",2 Bath,2 Bath,535 m²
1123,"€1,725,000","102 Upr Dorset St, Dublin 1",2 Bed,7 Bath,48 m²
1124,"€259,950","6 Ros Mor View, Knocklyon, Dublin 16",2 Bath,1 Bath,121 m²
1125,"€725,000","28 Glencairn Park, The Gallops, Leopardstown, Dublin 18",55 m²,3 Bath,174 m²
1126,"€1,295,000","Clonlea, Knapton Road, Monkstown, Co. Dublin",10 Bed,1 Bath,79 m²
1127,"€385,000","62 Royston, Kimmage Road West, Kimmage, Dublin 12",7 Bath,1 Bath,170 m²
1128,"€995,000","26 Buckingham Street Lower, Dublin 1",535 m²,4 Bath,38 m²
1129,"€225,000","Apartment 26, Stapleton House, Dublin 1",1 Bed,1 Bath,149 m²
1130,"€285,000","41 Charleville Avenue, North Strand, North Strand, Dublin 3",1 Bath,1 Bath,253 m²
1131,"€495,000","27 Saint Brendan's Drive, Artane, Artane, Dublin 5",48 m²,2 Bath,77 m²
1132,"€1,695,000","Treborth West, 14 Claremont Road, Howth, Co. Dublin",4 Bed,3 Bath,37 m²
1133,"€650,000","Lisieux Mews 5 Charlemont Lane Dun Laoghaire, Dun Laoghaire, Co. Dublin",3 Bath,2 Bath,72 m²
1134,"€225,000","Apartment 52, Trinity Square, Dublin 2",121 m²,1 Bath,46 m²
1135,"€335,000","81 Dunmore Park, Kingswood, Tallaght, Dublin 24",4 Bed,1 Bath,68 m²
1136,"€295,000","122 AW Pugin House, Loreto Abbey, Rathfarnham, Dublin 14",1 Bath,1 Bath,207 m²
1137,"€595,000","25 Richmond Park, Monkstown, Co. Dublin",174 m²,1 Bath,146 m²
1138,"€1,295,000","18 Clonfadda Wood, Mount Merrion Avenue, Blackrock, Co. Dublin",3 Bed,3 Bath,128 m²
1139,"€975,000","6 Longwood Avenue, South Circular Road, Portobello, Dublin 8",1 Bath,2 Bath,
1140,"€725,000","17A Belgrove Road, Clontarf, Dublin 3",79 m²,2 Bath,
1141,"€580,000","114 The Elms, Mount Merrion Avenue, Blackrock, Co. Dublin",3 Bed,2 Bath,96 m²
1142,"€295,000","46 Pinewoods, Clondalkin, Clondalkin, Dublin 22",2 Bath,1 Bath,86 m²
1143,"€324,950","40 Rathdrum Road, Crumlin, Dublin 12",96 m²,1 Bath,161 m²
1144,"€1,350,000","33 Tritonville Road, Sandymount, Sandymount, Dublin 4",3 Bed,2 Bath,290 m²
1145,"€995,000","31 Liscahill, Haddon Road, Clontarf, Dublin 3",1 Bath,2 Bath,88 m²
1146,"€395,000","7 Hampton Court, Bushfield Avenue, Donnybrook, Dublin 4",86 m²,1 Bath,36 m²
1147,"€214,950","Apartment 70, Mayeston Square, Finglas, Dublin 11",2 Bed,2 Bath,149 m²
1148,"€220,000","4 Enaville Avenue, North Strand, Dublin 3",1 Bath,1 Bath,124 m²
1149,"€1,100,000","38 Adelaide Road, Dublin 2",3 Bed,2 Bath,125 m²
1150,"€295,000","38 Annagh Court, Waterville, Blanchardstown, Dublin 15",2 Bath,2 Bath,45 m²
1151,"€595,000","43 Newpark Road, Blackrock, Co. Dublin",161 m²,2 Bath,169 m²
1152,"€399,000","225 The Avenue, Belgard Heights, Tallaght, Dublin 24",7 Bed,3 Bath,98 m²
1153,"€250,000","Apartment 86, Gandon Hall, Dublin 1",2 Bath,1 Bath,277 m²
1154,"€900,000","14 Sharavogue, Glenageary Road Upper, Glenageary, Co. Dublin",290 m²,2 Bath,384 m²
1155,"€260,000","73 Sundale Avenue, Tallaght, Tallaght, Dublin 24",2 Bed,2 Bath,134 m²
1156,"€1,095,000","Tara, Kill Lane, Foxrock, Dublin 18",1 Bath,2 Bath,
1157,"€7,250,000","Nerano House, Nerano Road, Dalkey, Co. Dublin",88 m²,4 Bath,
1158,"€650,000","2 Saint Philomena's Road, Glasnevin, Glasnevin, Dublin 11",2 Bed,1 Bath,
1159,"€1,300,000","66 Haddington, Ballsbridge, Dublin 4",2 Bath,2 Bath,
1160,"€360,000","3 Moreen Road, Sandyford, Dublin 18",2 Bed,2 Bath,
1161,"€399,000","17 Belmont Square, Raheny, Dublin 5",2 Bed,1 Bath,78 m²
1162,"€280,000","9 The Grove, Kingswood Heights, Tallaght, Dublin 24",1 Bath,1 Bath,51 m²
1163,"€445,000","473 Pearse Villas, Sallynoggin, Co. Dublin",78 m²,1 Bath,84 m²
1164,"€210,000","Apartment 90, Block D, Westend Gate, Tallaght, Dublin 24",2 Bed,2 Bath,77 m²
